id,energy,liveness,tempo,speechiness,acousticness,instrumentalness,danceability,duration_ms,loudness,valence,mood
3Y6wj6dRP3QmgXeV2zCzbn,0.912,0.306,126.073,0.055,0.3,0.668,0.65,141951,-4.278,0.729,Energetic
3YmgsYX80v0EtBZekgcB6w,0.699,0.0879,121.122,0.0892,0.0203,0,0.638,160398,-6.542,0.57,Happy
3YQopTaSSgLSSuzYBZ9bLf,0.97,0.238,103.909,0.0532,0.000115,3.34E-05,0.544,191239,-3.78,0.349,Energetic
3ZOEytgrvLwQaqXreDs2Jx,0.938,0.167,91.455,0.0456,0.0179,0,0.618,269000,-3.442,0.875,Energetic
405OiJ7G9xZ8oZPaiJtElJ,0.576,0.0811,115.227,0.0485,0.000202,0.894,0.239,143913,-11.434,0.0396,Energetic
40UbcJWyWPqOWFvv4Dpvfc,0.726,0.145,128.001,0.0324,0.0587,0.00311,0.655,209493,-4.614,0.292,Energetic
413T0g8pNNXYX6t5RqHvx7,0.714,0.506,92.448,0.0388,0.19,0,0.776,230066,-9.044,0.962,Happy
41bqxcnDRcYsBJnJKtPCdp,0.101,0.0945,171.734,0.0525,0.948,0,0.327,276746,-13.949,0.0866,Sad
41ZM2SdRn6KKqeHGjitBYD,0.901,0.538,105.999,0.0935,0.0234,0,0.626,164307,-5.075,0.731,Energetic
42BtxDRqFTbE6Jb6rd9QOZ,0.035,0.0932,132.972,0.0359,0.906,0.89,0.265,162829,-26.502,0.0651,Calm
42GP0xKtkolBnmqQRvSllO,0.951,0.0887,154.004,0.11,0.00648,1.12E-06,0.442,374973,-5.27,0.158,Energetic
42gXGDSf4wPAT2OYKD9WB8,0.446,0.0838,89.875,0.0952,0.0101,0.376,0.539,277333,-10.306,0.09,Energetic
43cElHKBLhVdsz0cPETPIj,0.407,0.252,74.894,0.0283,0.487,0.0235,0.516,168141,-7.841,0.17,Sad
43p1IlKF0PBgwkqzS2EdCk,0.912,0.44,128,0.0486,0.017,0.0335,0.609,155546,-3.823,0.533,Energetic
43zdsphuZLzwA9k4DJhU0I,0.111,0.0897,82.642,0.0972,0.978,3.97E-05,0.367,196077,-14.084,0.198,Sad
44AXd3UVaaVYsSQqBpnYO2,0.901,0.0736,100.002,0.0348,0.0525,0.000535,0.673,194093,-2.379,0.503,Happy
44Co96UhNfnq258r2VybLE,0.271,0.141,115.896,0.0449,0.886,0.961,0.186,231723,-17.149,0.0684,Calm
44kSmjN9DIwTJoMBHHEnDM,0.168,0.151,71.795,0.0361,0.934,0.806,0.11,106286,-22.321,0.0391,Calm
4525Hx49ZxzUeeaKrlYlaS,0.0367,0.108,139.73,0.0398,0.701,0.823,0.166,85714,-26.202,0.135,Calm
45bE4HXI0AwGZXfZtMp8JR,0.374,0.0906,124.099,0.0545,0.786,0,0.642,169265,-9.386,0.0799,Sad
45DElIx0dXqUH4A88yQFdE,0.992,0.833,159.37,0.0988,0.0148,0.113,0.242,187120,-3.9,0.374,Energetic
45zotayJfPuVrGN6L7TmZh,0.215,0.112,67.083,0.0343,0.335,0.704,0.185,86956,-21.685,0.0357,Calm
469IscYwMjAgAlR7Z5y0Vw,0.106,0.105,71.725,0.0371,0.883,0.71,0.205,110000,-24.15,0.039,Calm
46mPWQpvSFkXrr5nWoWW74,0.931,0.182,142.407,0.0785,0.00099,0,0.271,125626,-6.81,0.382,Energetic
46SWSNRB3oAAOu21Apj22z,0.178,0.107,74.997,0.102,0.776,0.0193,0.877,212460,-13.987,0.442,Sad
479xhIMpUhIw1cjUXe6OO4,0.366,0.582,115.068,0.148,0.677,0.0786,0.71,187826,-12.68,0.321,Energetic
47H4oc7Zkihwae7ST7F4zp,0.983,0.0628,110.007,0.121,0.000116,0.00211,0.589,191960,-2.521,0.469,Energetic
47IWLfIKOKhFnz1FUEUIkE,0.932,0.137,169.881,0.106,0.00171,0,0.419,268000,-3.604,0.445,Energetic
47StfXJOnGLhYfMEWgoTiX,0.732,0.062,92.057,0.0795,0.0139,2.61E-06,0.641,262107,-7.57,0.763,Energetic
48H6uWuBYeeZUiXwb5f69K,0.935,0.1,165.02,0.0697,0.000442,0.000212,0.421,261240,-5.153,0.455,Energetic
49ErwcBYfYRPNBdRuPvpYA,0.97,0.178,122.993,0.119,0.0104,0.384,0.615,262773,1.342,0.507,Happy
4A6C6K8c8IukPda2f0rI8J,0.0515,0.114,93.961,0.0338,0.974,0.765,0.564,186542,-15.118,0.214,Calm
4Ao5JXfOIMJGlVo8sJpjFr,0.769,0.0928,122.458,0.0422,0.0143,0,0.316,321146,-5.285,0.118,Sad
4aOxQCKwOPVU2GICoIedp5,0.637,0.171,171.983,0.0509,0.21,0.704,0.709,262326,-8.392,0.817,Energetic
4aQKtoGs97E1juXc6SPWAd,0.575,0.0877,126.012,0.0693,0.000425,0.891,0.836,465713,-8.584,0.896,Energetic
4BggEwLhGfrbrl7JBhC8EC,0.811,0.107,103.502,0.081,0.00132,0.000142,0.736,216733,-4.17,0.609,Happy
4bHsxqR3GMrXTxEPLuK5ue,0.748,0.447,118.852,0.0363,0.127,0,0.5,250987,-9.072,0.514,Happy
4BiiOzZCrXEzHRLYcYFiD5,0.699,0.0814,104.941,0.0958,0.488,3.60E-06,0.773,180120,-5.982,0.513,Happy
4bjRIPq0xdpy76bKpUFpbM,0.0779,0.107,143.487,0.0349,0.972,0.88,0.257,90000,-24.761,0.0398,Calm
4BntWROKZB5E0Y0K3LoHSQ,0.0838,0.102,90.249,0.0398,0.916,0.41,0.211,326146,-20.882,0.0404,Calm
4brK3gpPjXArNUlU1hBXTe,0.469,0.0724,176.934,0.0784,0.024,0.179,0.55,238341,-10.167,0.178,Energetic
4c5NmcWUEjkIalsXJUsNqw,0.836,0.193,119.751,0.0446,0.000446,0,0.558,149048,-4.024,0.446,Energetic
4CFlaEtdgeu4mFmnUApAyl,0.0586,0.0876,124.019,0.0416,0.801,0.85,0.446,260564,-26.416,0.111,Calm
4CilIy3dA3P9Tq2NFqKEOX,0.774,0.127,147.466,0.0631,0.014,0,0.435,228706,-5.052,0.448,Energetic
4cLXtRF6cIFGcuid2OLyUU,0.723,0.345,125.005,0.0366,0.00352,0,0.656,200880,-7.693,0.412,Happy
4ctEt5qumxA8RuzdeQagkk,0.363,0.104,135.779,0.0309,0.936,0.000109,0.482,199080,-10.926,0.261,Sad
4CxFN5zON70B3VOPBYbd6P,0.0848,0.112,102.128,0.0404,0.913,2.62E-05,0.561,219146,-15.099,0.206,Sad
4CYsf9MUjowxTMTVT39hTL,0.0761,0.133,125.017,0.0399,0.988,0.929,0.695,174240,-17.043,0.262,Calm
4D3nttJPU6L0M2epr7sId6,0.515,0.14,80.537,0.0255,0.757,0.12,0.452,435080,-7.351,0.191,Sad
4DNSeJqArKV7exjSCFU4es,0.148,0.181,127.074,0.0537,0.843,0.926,0.17,96000,-22.296,0.103,Calm
4dwrL3Z5U2RZ6MZiKE2PgL,0.751,0.0418,100.437,0.0806,0.0182,0.000401,0.648,244826,-8.582,0.863,Happy
4e7yuouxvWPbK1q2kVlgz8,0.942,0.061,173.515,0.08,4.65E-05,0.0336,0.478,168560,-2.71,0.726,Energetic
4e8yoTt9IuRbDkbsLntXZZ,0.616,0.117,106.013,0.0416,0.00174,5.41E-05,0.771,202642,-6.851,0.336,Happy
4EeSyjkNQyxVgps0FGu2LP,0.0359,0.123,70.31,0.0471,0.994,0.934,0.419,94737,-25.45,0.359,Calm
4EGKtxP8frR9b3VlUUsgYj,0.001,0.0926,175.681,0.0319,0.0041,0.861,0.268,1443280,-8.151,0.692,Calm
4eMoWR7Lughvru6Rn97uPi,0.493,0.0993,154.071,0.0428,0.709,0.606,0.526,285000,-9.728,0.574,Sad
4ePP9So5xRzspjLFVVbj90,0.912,0.0565,103.731,0.0601,0.00162,2.10E-06,0.543,256733,-10.71,0.836,Happy
4er8NyQ8cFnZ2b643Tjc44,0.87,0.184,124.444,0.0308,0.00361,0.126,0.491,224800,-5.99,0.814,Happy
4ETZv4djcbgj8qrC8acKLL,0.857,0.12,138.004,0.0582,0.0649,0.0896,0.646,204262,-5.2,0.77,Energetic
4EvAP7MWnjDMkADXXEuF5t,0.851,0.146,130.013,0.0534,0.159,0.866,0.357,194500,-6.103,0.241,Happy
4EVpdoFt3L6sAa4hivmWz9,0.639,0.322,119.977,0.0292,0.179,0.000934,0.778,223440,-5.985,0.543,Sad
4eW9R3LYXbSPWXrEnUPKdi,0.0477,0.108,73.003,0.0346,0.397,0.69,0.264,98630,-27.346,0.0659,Calm
4fCHoHmwmX8LgAp6A1GULJ,0.887,0.334,136.057,0.0565,0.0607,2.41E-06,0.574,229244,-6.172,0.622,Happy
4fHrHHpb3hY6dkcRORxXwu,0.0694,0.108,142.344,0.0434,0.992,0.912,0.328,86667,-17.241,0.109,Calm
4fItBSHKBcgKWixN1Idie5,0.231,0.0878,174.014,0.0328,0.622,0.87,0.247,180689,-19.639,0.0485,Calm
4fnJE1cthnmrDzCcwiNjBV,0.0869,0.0984,62.819,0.0408,0.896,0.973,0.185,96667,-24.648,0.0373,Calm
4FSLfHDKnnmxfskTPOBH9T,0.183,0.169,87.834,0.0387,0.875,0.939,0.192,96000,-23.161,0.0323,Calm
4G0GaPSZViJnrXRpRFxxFh,0.041,0.07,70.038,0.0362,0.978,0.895,0.318,95143,-30.126,0.0415,Calm
4G3DWijMhNkWZwLcxnDI0H,0.724,0.237,130.037,0.0313,0.000827,0.000144,0.512,198081,-5.912,0.531,Energetic
4GAI8BxeMgrvhZNEU59UfR,0.647,0.0972,122.771,0.0299,0.757,3.08E-06,0.757,169627,-10.264,0.97,Happy
4gkoh2vAD57fGEITzteaUh,0.357,0.0838,92.009,0.0259,0.641,0.333,0.489,254426,-9.745,0.0388,Sad
4GQVsXO7jkxg43UmAd1Tbb,0.887,0.114,123.052,0.0424,0.0303,2.64E-05,0.501,201951,-3.941,0.336,Energetic
4gTwPFGhIIlYtlo59jbVUB,0.85,0.281,116.999,0.043,0.028,7.21E-05,0.646,165720,-5.145,0.518,Happy
4GV5sSkmlS3BQutuSIqZkV,0.817,0.0905,77.053,0.052,0.134,0,0.529,225587,-4.05,0.299,Happy
4H25DIvtlGNNpebcxNqJZE,0.527,0.0739,179.974,0.0443,0.718,0.715,0.585,208000,-9.972,0.105,Energetic
4Hhup3YZfajcC7O0DNbwCq,0.305,0.109,74.024,0.0466,0.994,0.949,0.385,200527,-12.044,0.172,Calm
4Hi0t9QQODb9k3aSM8SFb6,0.0442,0.108,73.407,0.0378,0.988,0.947,0.423,231841,-21.088,0.182,Calm
4HIwL9ii9CcXpTOTzMq0MP,0.832,0.153,120.255,0.0492,0.0189,0.196,0.381,318800,-5.069,0.166,Sad
4HlFJV71xXKIGcU3kRyttv,0.886,0.0826,97.012,0.0431,0.185,0,0.673,216773,-4.44,0.795,Happy
4HRa9ZWcmZ8JD7UySPu0wT,0.948,0.0969,133.004,0.0753,0.00183,0.0995,0.611,174920,-3.751,0.79,Happy
4idmN1WLCyvnQGnPWvszcf,0.881,0.0334,147.987,0.0567,4.19E-05,0.473,0.547,154293,-4.114,0.693,Energetic
4iKSrwTBu0vLSqmZUXSGXr,0.32,0.0823,180.036,0.0323,0.625,0.886,0.44,194666,-12.011,0.0694,Calm
4IMBnBRqm9RALmLrRqfMor,0.561,0.184,164.791,0.027,0.317,0.00641,0.48,154160,-5.874,0.541,Sad
4IrzpCIP60bro2wkBq5dIi,0.0214,0.0957,112.008,0.0388,0.976,0.903,0.354,133000,-32.492,0.148,Calm
4IUfRZY8k9MHRsStnjMTUb,0.299,0.111,112.984,0.0297,0.59,0.00292,0.709,249576,-9.001,0.423,Sad
4iVWQTuwKG4JKtGOjx6T9V,0.521,0.266,107.778,0.0295,0.0934,0.862,0.49,269866,-9.601,0.148,Sad
4jtD1uTTYq35r56erCd469,0.439,0.0727,149.929,0.0288,0.422,0.845,0.436,134707,-10.241,0.204,Calm
4kjbflfFCcNWkBGWvYBSxz,0.191,0.0737,96.682,0.0302,0.978,0.944,0.373,133125,-24.099,0.411,Calm
4l2hnfUx0esSbITQa7iJt0,0.935,0.159,114.997,0.0482,0.000155,0.277,0.586,211173,-9.386,0.58,Happy
4L2K7JKseFCBoHMZEAszW0,0.155,0.107,128.532,0.046,0.873,0,0.435,287693,-8.948,0.0935,Sad
4L8gG0XMQzKJfmygtHV5qZ,0.855,0.27,136.062,0.0913,0.0166,0.193,0.642,165905,-3.194,0.623,Happy
4LDuSfbXupGKg6RpkgTAij,0.689,0.0904,95.98,0.0503,0.0537,0,0.659,206135,-6.649,0.579,Happy
4LpOPF5RXZhS1GLzclhyaT,0.766,0.086,143.482,0.0327,0.000156,0.00345,0.594,220413,-7.598,0.453,Energetic
4lRG10ylRu2X4js7ZxK06Y,0.737,0.0758,138.034,0.173,0.0076,0,0.745,198018,-5.657,0.851,Energetic
4LUu3bMpuxHjwPLj84rNSx,0.718,0.0981,129.956,0.0394,0.352,0.552,0.781,242133,-6.559,0.154,Energetic
4MFCXniy7I8tj0GXtf3wgC,0.924,0.149,111.995,0.036,0.00205,0.000175,0.638,263787,-3.887,0.53,Happy
4mnYHZDp7mraBoCVhp9fS8,0.0341,0.109,71.671,0.0397,0.929,0.751,0.232,102400,-29.896,0.0345,Calm
4mR0UW4OZAkBkkcOTw49Ix,0.0825,0.125,107.664,0.137,0.00638,0.801,0.234,1248752,-9.302,0.0387,Calm
4NBTZtAt1F13VvlSKe6KTl,0.571,0.0912,105.049,0.0439,0.0558,0,0.575,197947,-7.906,0.449,Happy
4NFa9tjhONF6lnu4SRbfG9,0.0879,0.099,70.433,0.0423,0.965,0.944,0.376,76773,-19.815,0.308,Calm
4Nlif8FMSkyegKgukC31Yi,0.688,0.169,139.475,0.0414,0.248,0,0.591,129867,-8.583,0.759,Happy
4nTeeVQnNghbWWo6k7oPrH,0.0246,0.107,78.809,0.0419,0.986,0.928,0.352,166000,-27.226,0.174,Calm
4NVwMupCTfITPXetR5aozp,0.355,0.133,141.796,0.0287,0.892,0,0.51,245945,-6.883,0.453,Sad
4nX11Rjdh7AuM8Ezb73m1R,0.902,0.105,127.973,0.0494,0.0186,0.683,0.603,165000,-5.979,0.135,Happy
4nZSgFwgYUOyWcBX61JY6j,0.408,0.0916,115.002,0.0385,0.54,0.769,0.515,188795,-12.688,0.308,Calm
4O5GKVbnQ8U9BxYWu0hIug,0.98,0.279,114.078,0.0947,0.00291,0,0.555,146666,-2.849,0.643,Energetic
4o9Kj7onklt6xbYl3jVArp,0.696,0.0755,115.397,0.0901,0.161,0,0.722,234640,-11.095,0.93,Happy
4Of7rzpRpV1mWRbhp5rAqG,0.308,0.186,111.202,0.0677,0.946,0,0.736,220492,-7.83,0.361,Sad
4ofwffwvvnbSkrMSCKQDaC,0.735,0.242,115.741,0.0457,0.286,0,0.672,201287,-4.733,0.754,Happy
4ogyT8HqLV6IdCepscSkh3,0.876,0.0453,135.055,0.0693,0.00578,0.00592,0.467,245933,-4.841,0.131,Energetic
4OWZLr2sLv7ueKPHV7JRNP,0.0121,0.0959,68.128,0.0852,0.995,0.946,0.391,174244,-24.588,0.118,Calm
4p4cH6eGdvOudqUzNLa9ap,0.54,0.149,132.972,0.0327,0.12,0.882,0.658,253534,-10.152,0.183,Energetic
4pODZqgdj6Iwci7jruY5xf,0.848,0.101,119.977,0.0458,0.333,0.763,0.651,336481,-8.941,0.154,Sad
4pWowM3xMkRYgHsIJDf61f,0.0807,0.0964,124.904,0.0318,0.993,0.944,0.394,353007,-25.987,0.0394,Calm
4QAUGy6k7c3IOAhgWz52r7,0.934,0.105,125.948,0.0446,0.00292,0.0198,0.572,215238,-5.053,0.204,Happy
4qcuA5PtGFrXNBBJwQsgSI,0.239,0.0668,71.886,0.0495,0.959,0.994,0.286,116571,-21.11,0.0392,Calm
4QdwsME04RG25KPHcPYoox,0.95,0.22,110.027,0.076,0.000444,6.22E-05,0.492,351560,-4.195,0.391,Energetic
4qguRyO5RJexa48AuRwkLZ,0.95,0.0944,99.231,0.0467,0.000357,0,0.523,209906,-4.415,0.479,Energetic
4QhBvbzk0ti2ClGrd6miSc,0.445,0.127,140.169,0.0376,0.883,0.924,0.311,281747,-17.413,0.376,Energetic
4QlzkaRHtU8gAdwqjWmO8n,0.763,0.359,136.205,0.0341,0.00126,6.75E-05,0.526,215160,-12.663,0.514,Happy
4qMzPtAZe0C9KWpWIzvZAP,0.72,0.0466,121.864,0.0623,5.59E-05,0.836,0.404,258467,-9.18,0.475,Energetic
4QNjuUkLHj47tEXgA6TFc3,0.00332,0.175,67.765,0.0424,0.995,0.909,0.274,372173,-41.45,0.17,Calm
4Qv71lFPCObf7zol1uWCJb,0.844,0.0722,123.971,0.0302,0.00529,8.91E-05,0.533,186493,-5.04,0.712,Energetic
4riNlzZh1Xd4xqbIWy7zfM,0.469,0.0998,178.052,0.0291,0.173,0.000624,0.445,233546,-5.981,0.535,Sad
4rmPQGwcLQjCoFq5NrTA0D,0.681,0.0233,114.989,0.0888,0.00966,5.71E-05,0.853,270627,-5.003,0.93,Happy
4rXDPFpzMyUIdEpNWiwzYV,0.3,0.0672,96.563,0.0368,0.974,0.924,0.186,267454,-12.141,0.0877,Sad
4S46FETQcxhXROubIV11M3,0.832,0.183,112.007,0.0291,0.0881,0.0674,0.692,165810,-4.414,0.858,Happy
4sP8BZIZKGVq6jHOSPF17A,0.119,0.112,147.573,0.0405,0.983,0.919,0.365,159045,-20.962,0.249,Calm
4sPJgy0CksvmXp9jC0W4gv,0.8,0.212,194.744,0.0783,0.0211,0,0.388,216026,-6.33,0.357,Energetic
4Sqc0kPuZpfI0T2TZBu8JT,0.824,0.363,122.221,0.0449,0.0271,0.0152,0.676,187733,-5.752,0.696,Happy
4sqIHHGPprOZNdW5zMx36p,0.00579,0.136,111.991,0.0439,0.993,0.929,0.387,163666,-21.823,0.137,Calm
4SXU3lUZ1eb4JWWbkQw43Y,0.632,0.0686,118.965,0.0353,0.0398,2.20E-06,0.686,192133,-11.433,0.88,Happy
4sYNRSlV9pGInYcbsC18Jz,0.0185,0.111,176.972,0.0437,0.959,0.901,0.312,207500,-25.607,0.147,Calm
4t2XUVB63KvQWeAlAaaqAz,0.039,0.1,99.731,0.0312,0.99,0.949,0.392,86125,-27.643,0.389,Calm
4TgxFMOn5yoESW6zCidCXL,0.598,0.295,149.836,0.0868,0.16,0,0.758,184905,-5.695,0.658,Happy
4THgqBGsTYJcNcQWCV92AP,0.137,0.167,92.454,0.0322,0.901,0.0105,0.242,229560,-16.332,0.0644,Sad
4tP48zuROIWLULwtFmWOIu,0.281,0.0954,64.456,0.0508,0.942,0.903,0.26,92800,-17.586,0.0366,Calm
4UmpEQtTlhBOxDPePaK8qR,0.503,0.0781,133.044,0.0323,0.199,0.644,0.651,256906,-10.906,0.558,Sad
4uqNn56KFQ7NtJ35xWZKvf,0.831,0.0761,193.968,0.0349,0.000285,7.88E-05,0.491,181666,-5.321,0.828,Happy
4urcG6Nfubqsuqy3juMjBi,0.765,0.0527,120.001,0.0585,0.00765,3.82E-06,0.765,227147,-2.732,0.886,Happy
4ut5G4rgB1ClpMTMfjoIuy,0.486,0.111,128.038,0.0311,0.0129,0,0.414,230762,-6.431,0.368,Happy
4vEXJ6NvEwS8ptynkNswaa,0.761,0.0715,118.738,0.0452,0.158,0.00765,0.518,170800,-7.025,0.576,Happy
4VGUcTzWj0ebZ0UgI9irJL,0.969,0.268,173.878,0.195,8.51E-05,0.0114,0.404,245109,-2.938,0.29,Energetic
4vnYwFOZCVl0bmerWyuzRw,0.894,0.0741,174.982,0.0765,0.147,0,0.341,237733,-6.66,0.672,Happy
4VqPOruhp5EdPBeR92t6lQ,0.905,0.117,128.019,0.0775,0.000202,0.064,0.602,304840,-4.046,0.411,Energetic
4VRJfWj7cNKivIggXeje8z,0.957,0.291,159.977,0.0634,0.00162,0.000617,0.426,174933,-5.552,0.888,Happy
4VxaUj96W2jw9UOtKHu51p,0.457,0.297,87.159,0.0456,0.406,0.646,0.484,256786,-13.976,0.187,Sad
4VywXu6umkIQ2OS0m1I79y,0.347,0.11,110.059,0.0536,0.308,2.00E-05,0.868,207680,-9.529,0.659,Happy
4w7vMUyVony198G1c79PSq,0.106,0.111,78.66,0.0302,0.986,0.899,0.317,225839,-20.574,0.108,Calm
4wIBISN9EpHsQI90SbLhad,0.536,0.0576,172.15,0.0261,0.332,0.0645,0.445,193074,-7.65,0.486,Sad
4WiiRw2PHMNQE0ad6y6GdD,0.938,0.368,100.058,0.0611,0.000532,0,0.614,224673,-4.461,0.607,Happy
4wISOt1Hp1lkj2dCkipWhy,0.189,0.11,140.161,0.0396,0.891,0.948,0.276,116571,-21.931,0.0538,Calm
4wzaTdhmBgpch7IXu3CskA,0.93,0.168,154.777,0.1,0.00061,0,0.396,238466,-2.939,0.195,Energetic
4XEg8Ej8iOEpFaEqjaqe44,0.857,0.0788,125.991,0.0638,0.225,0.706,0.843,203819,-4.238,0.186,Energetic
4XI9wQ7QCixGiT6WOwVATE,0.295,0.116,179.135,0.0587,0.0143,0.781,0.288,154288,-12.17,0.058,Calm
4XpLwRcfumQsZ0IxDNOP3f,0.756,0.289,119.998,0.0418,0.00442,0.808,0.705,269939,-6.582,0.203,Energetic
4xxyCh7xkK30LVBO81poif,0.908,0.309,123.036,0.126,0.019,2.62E-06,0.879,166211,-4.422,0.759,Energetic
4ybCihmUckfn3u8yOrRqLC,0.00152,0.107,69.666,0.0641,0.996,0.973,0.573,69429,-37.672,0.898,Calm
4YMLW13PuuO7o3jkIWlKAs,0.544,0.0736,108.177,0.0837,0.594,0.00389,0.831,166280,-9.288,0.856,Happy
4ytv5Yzyal3LzKyMjRXjse,0.59,0.112,118.008,0.0327,0.14,0.591,0.46,279826,-9.375,0.212,Sad
4YUlGNZfYA6EUE5KDsGqpC,0.923,0.0879,97.874,0.032,0.0674,0,0.639,175347,-5.708,0.761,Happy
4yvLuzn3JWfasEnHFVBbdM,0.912,0.0719,107.655,0.0369,0.365,2.09E-05,0.633,193200,-7.31,0.843,Energetic
4YZVtRbdGOhHdGNi4JpCL5,0.828,0.06,126.037,0.0536,0.00175,0.0136,0.542,194626,-3.91,0.785,Energetic
4Z1fbYp0HuxLBje4MOZcSD,0.849,0.0414,124.631,0.0452,0.641,7.74E-06,0.482,155227,-9.198,0.937,Happy
4Z1xD1Wr3EF2uqgEODVPyH,0.532,0.359,171.957,0.226,0.338,0.883,0.591,203721,-7.509,0.254,Energetic
4zhRVs7eqgdroy5E3kKEs2,0.892,0.144,130.133,0.0582,0.000508,0.024,0.531,259529,-4.54,0.599,Energetic
4ZQdynvfiayhdoq5lcuCQ1,0.689,0.152,105.04,0.0379,0.00299,0.00193,0.429,282026,-7.38,0.23,Sad
4ZrbWwFHHjPoe7cfUBJ9WQ,0.531,0.0938,70.469,0.0954,0.331,1.51E-06,0.598,168000,-7.484,0.696,Happy
4zRkmGHVgGGnJMhemMXD6I,0.245,0.0967,101.968,0.0383,0.666,0.787,0.764,206584,-16.201,0.356,Sad
4ZYFWXoHCIdsdgUdOMK9fr,0.362,0.106,74.729,0.0337,0.646,0.402,0.0903,353732,-8.929,0.0964,Sad
510dqT7HRHtKYysY7CGEmL,0.417,0.0696,92.008,0.0581,0.0907,0.224,0.839,251394,-10.371,0.601,Energetic
51USOvxeXLH3EvL3RwWJp7,0.0747,0.109,117.078,0.0648,0.984,0.914,0.437,164703,-20.209,0.175,Calm
528rajP3OyhornDwrsQrt4,0.907,0.034,92.578,0.0941,0.000121,0,0.475,166226,-5.064,0.408,Energetic
52MW2hwNmLa0KdsZZk8360,0.905,0.0644,122.448,0.0378,0.0273,0.199,0.629,212960,-4.745,0.967,Happy
534nbCFk48DR1UQt2XlxSx,0.0145,0.0719,62.122,0.0615,0.995,0.884,0.517,82880,-42.018,0.549,Calm
54cWVWqgyFukgDKQYmaKM3,0.939,0.201,98,0.0446,0.00108,9.77E-05,0.597,274000,-3.001,0.422,Energetic
54KFQB6N4pn926IUUYZGzK,0.122,0.094,148.658,0.0349,0.885,0.349,0.264,371320,-15.399,0.0735,Sad
55CenVQ4alvDJ1PS8aYB0m,0.423,0.128,101.571,0.038,0.00957,0.837,0.279,231893,-12.06,0.291,Sad
55h7vJchibLdUkxdlX3fK7,0.692,0.324,116.017,0.0431,0.0412,7.24E-05,0.874,178560,-5.28,0.937,Happy
55ux9bDGw3qTVfad3PxSTq,0.00811,0.1,115.486,0.0389,0.994,0.961,0.312,184000,-30.381,0.0703,Calm
55VX26X342cWBM7akigws7,0.0322,0.101,120.321,0.0451,0.99,0.929,0.416,173319,-29.145,0.0614,Calm
56ag77KIUFvxJhA1gdObsq,0.471,0.096,119.972,0.0424,0.64,0.817,0.526,206419,-11.965,0.286,Calm
56oqWZUaA8ZmHQCH3lCRI3,0.882,0.195,127.97,0.0427,0.03,0.116,0.587,194531,-5.838,0.0653,Energetic
58E5eiErWFE5oU9eSCa5ZA,0.79,0.111,107.985,0.104,0.793,0.155,0.899,166667,-3.651,0.92,Happy
58qX77t2VWMWcycsh9zKLc,0.359,0.111,154.163,0.0607,0.771,0,0.535,184505,-9.343,0.488,Sad
58Z8R4KZPbfTc6KVYZLwTb,0.293,0.11,119.977,0.0346,0.81,0.864,0.368,200000,-16.379,0.197,Calm
591vJuuep0gfPhx9p8WPD5,0.978,0.361,155.014,0.0637,0.000124,7.14E-06,0.45,262573,-4.198,0.268,Energetic
59P1nrdEImkAKa1nyW9X2e,0.833,0.0841,115.975,0.0405,0.00387,0.000339,0.523,330760,-4.374,0.482,Sad
59VApBbrS2IADQk4ml5mdo,0.236,0.0921,129.736,0.0603,0.961,0.919,0.402,123066,-20.615,0.146,Calm
59WN2psjkt1tyaxjspN8fp,0.833,0.0327,88.785,0.304,0.0266,0,0.466,313573,-4.215,0.661,Energetic
5ABnK6bOqbsIRVsrc1UBOt,0.876,0.661,123.979,0.0383,0.00481,0.0536,0.775,209000,-9.58,0.797,Energetic
5AciiCKJKTLKRrAPSrKQy5,0.214,0.109,124.069,0.0315,0.8,0.907,0.529,149000,-19.268,0.0903,Calm
5aFSzu0b7ccAYjTkbTNTsQ,0.446,0.0946,77.399,0.0382,0.63,0,0.383,205859,-8.693,0.213,Sad
5AqPW3fH2H4ORBYTVwfHep,0.41,0.114,125.085,0.0644,0.587,3.97E-06,0.474,216933,-9.373,0.37,Sad
5aRaDpIXDKzkY6tOEPGV6b,0.108,0.11,71.252,0.0445,0.887,0.883,0.166,90000,-25.641,0.04,Calm
5b61rcrjF6JG7yq0RRaOLh,0.912,0.598,127.963,0.091,0.00222,0.0269,0.636,195468,-5.671,0.0765,Energetic
5bATh5zpKb6uauocsl0XRM,0.559,0.123,133.044,0.0274,0.00104,0.812,0.56,154863,-7.807,0.0869,Calm
5bcTCxgc7xVfSaMV3RuVke,0.745,0.0943,101.018,0.0571,0.0642,0,0.893,223413,-3.105,0.872,Happy
5BegkNkGXa6TUobnxy5LFL,0.957,0.348,125.678,0.0584,0.18,0,0.663,238933,-2.823,0.937,Happy
5BIWF6L3DnPkcuEuZmLHDz,0.419,0.113,114.935,0.0305,0.781,0.00433,0.291,263080,-10.33,0.0613,Sad
5d3qZ4xZv0inQK292Mmnhh,0.328,0.0906,135.001,0.0812,0.749,0.894,0.553,258504,-13.52,0.785,Energetic
5D6GS8BXf1BBEPtGQpdIsz,0.166,0.108,141.003,0.0406,0.954,0.9,0.209,101408,-18.535,0.0904,Calm
5d8pKJxoDlYX2SoFR6RCsm,0.681,0.123,114.003,0.0258,0.463,0.839,0.705,208237,-8.278,0.707,Sad
5DAjrJqXqYtgr67pVhmUeR,0.739,0.171,124.75,0.0718,0.0237,0.607,0.529,237547,-9.578,0.138,Energetic
